year,state,statefip,stateAbbrev,realIncWage,gini,pctTechnicalWorker,pctFemaleWorker,unemployementRate,realIncWageRat90_10,realIncWageRat_cg_hs,laborSupply_hl,fmWageRat
2007,Kentucky,21,KY,47165,.353,.04,.457,.059,4.908,1.915,.6940000000000001,.726
2008,Kentucky,21,KY,47829,.352,.041,.46,.064,4.988,1.911,.724,.72
2009,Kentucky,21,KY,47909,.35,.042,.436,.119,4.969,1.899,.759,.6820000000000001
2010,Kentucky,21,KY,48284,.348,.043,.453,.11,4.944,1.877,.795,.706
2011,Kentucky,21,KY,46240,.344,.044,.451,.092,4.919000000000001,1.855,.8230000000000001,.763
2012,Kentucky,21,KY,46041,.345,.046,.456,.091,4.919000000000001,1.833,.852,.796
2013,Kentucky,21,KY,44429,.345,.046,.45,.088,4.906,1.819,.861,.768
2014,Kentucky,21,KY,46602,.344,.047,.451,.087,4.917,1.808,.864,.79
1980,Louisiana,22,LA,35739,.318,.029,.351,.063,4.426,1.421,.388,.5540000000000001
1981,Louisiana,22,LA,36265,.321,.031,.369,.079,4.486,1.419,.405,.5660000000000001
1982,Louisiana,22,LA,38001,.324,.032,.349,.1,4.522,1.459,.417,.612
1983,Louisiana,22,LA,40271,.328,.034,.359,.121,4.674,1.513,.441,.5650000000000001
1984,Louisiana,22,LA,38478,.334,.034,.407,.093,4.825,1.577,.467,.585
1985,Louisiana,22,LA,40349,.339,.033,.406,.112,4.907,1.647,.482,.55
1986,Louisiana,22,LA,39589,.342,.032,.412,.103,4.975000000000001,1.716,.491,.581
1987,Louisiana,22,LA,43424,.344,.031,.377,.129,5.043,1.744,.498,.541
1988,Louisiana,22,LA,41239,.344,.031,.404,.116,4.963,1.753,.5,.533
1989,Louisiana,22,LA,39459,.342,.03,.405,.078,4.883,1.758,.499,.5570000000000001
1990,Louisiana,22,LA,38487,.34,.029,.405,.056,4.803,1.744,.513,.586
1991,Louisiana,22,LA,38095,.338,.028,.428,.053,4.763,1.743,.528,.65
1992,Louisiana,22,LA,37891,.335,.027,.412,.065,4.723,1.73,.547,.722
1993,Louisiana,22,LA,39445,.335,.025,.437,.07,4.789,1.716,.5660000000000001,.645
1994,Louisiana,22,LA,39545,.336,.027,.438,.073,4.856,1.713,.585,.605
1995,Louisiana,22,LA,40866,.338,.029,.408,.068,4.923,1.733,.59,.6900000000000001
1996,Louisiana,22,LA,38451,.341,.032,.47,.058,4.962,1.759,.593,.642
1997,Louisiana,22,LA,42874,.348,.035,.443,.062,5,1.8,.597,.616
1998,Louisiana,22,LA,45840,.354,.036,.443,.045,5,1.844,.603,.5750000000000001
1999,Louisiana,22,LA,43301,.357,.035,.459,.046,4.962,1.879,.613,.654
2000,Louisiana,22,LA,44644,.361,.034,.452,.059,4.962,1.902,.625,.667
2001,Louisiana,22,LA,43988,.364,.034,.466,.063,4.977,1.907,.631,.632
2002,Louisiana,22,LA,48548,.366,.035,.439,.063,5.008,1.909,.639,.5570000000000001
2003,Louisiana,22,LA,46170,.368,.038,.464,.063,5.038,1.908,.646,.634
2004,Louisiana,22,LA,46513,.373,.04,.468,.061,5.18,1.937,.649,.593
2005,Louisiana,22,LA,46344,.379,.041,.487,.05,5.369,1.966,.653,.599
2006,Louisiana,22,LA,47482,.384,.04,.478,.062,5.543,1.996,.668,.67
2007,Louisiana,22,LA,47924,.389,.039,.444,.052,5.712,2.009,.6790000000000001,.631
2008,Louisiana,22,LA,51525,.393,.037,.481,.054,5.882000000000001,2.013,.6890000000000001,.5570000000000001
2009,Louisiana,22,LA,51169,.393,.037,.498,.07,5.94,1.976,.711,.549
2010,Louisiana,22,LA,52704,.39,.037,.488,.062,5.876,1.922,.73,.606
2011,Louisiana,22,LA,51770,.385,.037,.486,.091,5.687,1.839,.744,.651
2012,Louisiana,22,LA,45251,.385,.038,.458,.084,5.487,1.802,.797,.649
2013,Louisiana,22,LA,46586,.381,.039,.48,.07,5.359,1.77,.8190000000000001,.659
2014,Louisiana,22,LA,53099,.382,.04,.46,.047,5.209000000000001,1.737,.837,.614
1980,Maine,23,ME,31452,.279,.025,.349,.075,3.315,1.398,.367,.641
1981,Maine,23,ME,31432,.283,.026,.365,.09,3.409,1.405,.381,.631
1982,Maine,23,ME,31675,.286,.026,.389,.108,3.465,1.416,.392,.5740000000000001
1983,Maine,23,ME,32594,.291,.027,.408,.091,3.575,1.431,.406,.62
1984,Maine,23,ME,34597,.297,.028,.401,.08,3.685,1.46,.422,.64
1985,Maine,23,ME,35435,.3,.029,.386,.07,3.756,1.489,.438,.616
1986,Maine,23,ME,34893,.301,.029,.4,.059,3.832,1.516,.443,.649
1987,Maine,23,ME,36940,.301,.03,.383,.051,3.909,1.53,.46,.617
1988,Maine,23,ME,35945,.3,.031,.411,.047,3.911,1.538,.478,.624
1989,Maine,23,ME,38213,.297,.031,.407,.037,3.923,1.532,.494,.605
1990,Maine,23,ME,38583,.295,.032,.429,.063,3.935,1.519,.513,.6780000000000001
1991,Maine,23,ME,37796,.292,.032,.419,.088,3.893,1.518,.531,.737
1992,Maine,23,ME,36640,.289,.032,.421,.082,3.85,1.525,.534,.7020000000000001
1993,Maine,23,ME,36659,.288,.031,.443,.098,3.865,1.552,.544,.668
1994,Maine,23,ME,38385,.291,.03,.427,.086,3.892,1.579,.5600000000000001,.727
1995,Maine,23,ME,40474,.295,.028,.452,.065,3.897,1.607,.5740000000000001,.7020000000000001
1996,Maine,23,ME,38811,.302,.027,.415,.067,3.867,1.628,.587,.742
1997,Maine,23,ME,40915,.31,.027,.446,.061,3.895,1.663,.618,.659
1998,Maine,23,ME,41266,.316,.028,.45,.044,3.918,1.683,.644,.741
1999,Maine,23,ME,44855,.325,.03,.429,.041,3.92,1.703,.665,.718
2000,Maine,23,ME,44623,.332,.033,.437,.052,3.943,1.723,.6860000000000001,.737
2001,Maine,23,ME,48450,.336,.035,.45,.041,4.013,1.737,.707,.665
2002,Maine,23,ME,47504,.34,.037,.451,.05,4.05,1.736,.715,.736
2003,Maine,23,ME,49535,.345,.038,.424,.055,4.083,1.736,.728,.658
2004,Maine,23,ME,45997,.342,.039,.458,.051,4.096,1.736,.754,.727
2005,Maine,23,ME,46556,.342,.041,.462,.063,4.127,1.749,.793,.767
2006,Maine,23,ME,49425,.343,.043,.44,.047,4.148,1.771,.836,.716
2007,Maine,23,ME,50177,.342,.047,.452,.051,4.144,1.793,.886,.743
2008,Maine,23,ME,48746,.341,.051,.439,.058,4.161000000000001,1.796,.9350000000000001,.725
2009,Maine,23,ME,52714,.343,.054,.45,.09,4.218,1.816,.979,.773
2010,Maine,23,ME,53714,.342,.056,.461,.089,4.257,1.824,1.012,.675
2011,Maine,23,ME,52083,.34,.056,.463,.1,4.283,1.821,1.041,.756
2012,Maine,23,ME,49808,.342,.055,.469,.1,4.310000000000001,1.837,1.059,.789
2013,Maine,23,ME,51776,.344,.054,.458,.078,4.325,1.859,1.072,.839
2014,Maine,23,ME,53506,.345,.053,.466,.064,4.316,1.867,1.074,.748
1980,Maryland,24,MD,41947,.313,.063,.37,.057,4.399,1.712,.508,.597
1981,Maryland,24,MD,42697,.316,.062,.374,.069,4.46,1.72,.5550000000000001,.605
1982,Maryland,24,MD,44827,.318,.062,.39,.089,4.497,1.724,.584,.5760000000000001
1983,Maryland,24,MD,46534,.322,.063,.408,.075,4.569,1.735,.629,.651
1984,Maryland,24,MD,47464,.325,.065,.414,.045,4.604,1.728,.6810000000000001,.644
1985,Maryland,24,MD,47438,.325,.067,.434,.037,4.571,1.716,.704,.594
1986,Maryland,24,MD,47166,.32,.068,.416,.042,4.51,1.681,.6900000000000001,.62
1987,Maryland,24,MD,47149,.315,.072,.402,.042,4.473,1.645,.6760000000000001,.615
1988,Maryland,24,MD,46417,.31,.074,.449,.04,4.409,1.612,.661,.7000000000000001
1989,Maryland,24,MD,44320,.306,.077,.426,.044,4.328,1.595,.64,.728
1990,Maryland,24,MD,45449,.301,.078,.472,.03,4.247,1.586,.625,.734
1991,Maryland,24,MD,47192,.3,.078,.446,.054,4.274,1.613,.642,.7030000000000001
1992,Maryland,24,MD,46570,.3,.075,.469,.073,4.277,1.648,.6840000000000001,.778
1993,Maryland,24,MD,46091,.305,.072,.469,.064,4.397,1.683,.73,.8120000000000001
1994,Maryland,24,MD,46601,.311,.071,.448,.059,4.57,1.728,.778,.8090000000000001
1995,Maryland,24,MD,48028,.319,.07,.44,.063,4.744,1.782,.8320000000000001,.785
1996,Maryland,24,MD,52124,.329,.071,.442,.069,4.834000000000001,1.824,.885,.632
1997,Maryland,24,MD,51797,.338,.072,.465,.055,4.924,1.868,.907,.8010000000000001
1998,Maryland,24,MD,52322,.347,.074,.48,.041,4.986,1.93,.9400000000000001,.834
1999,Maryland,24,MD,56380,.358,.074,.477,.031,5.064,1.979,.973,.719
2000,Maryland,24,MD,58155,.368,.075,.478,.038,5.142,2.029,.998,.732
2001,Maryland,24,MD,62080,.376,.076,.46,.035,5.219,2.078,1.011,.654
2002,Maryland,24,MD,65348,.384,.078,.449,.047,5.333,2.117,1.035,.748
2003,Maryland,24,MD,63600,.386,.079,.478,.046,5.385,2.137,1.039,.769
2004,Maryland,24,MD,65465,.386,.081,.474,.047,5.375,2.152,1.046,.6820000000000001
2005,Maryland,24,MD,63912,.385,.083,.446,.044,5.366000000000001,2.15,1.056,.77
2006,Maryland,24,MD,62409,.384,.085,.46,.035,5.356,2.148,1.079,.709
2007,Maryland,24,MD,62905,.384,.087,.474,.036,5.309,2.12,1.096,.741
2008,Maryland,24,MD,63524,.382,.09,.486,.039,5.277,2.084,1.143,.75
2009,Maryland,24,MD,65653,.38,.094,.493,.068,5.315,2.048,1.195,.6990000000000001
2010,Maryland,24,MD,64910,.378,.096,.461,.078,5.352,2.012,1.254,.799
2011,Maryland,24,MD,62393,.377,.099,.471,.076,5.395000000000001,2.008,1.312,.8200000000000001
2012,Maryland,24,MD,66682,.378,.099,.477,.08,5.542,2.031,1.369,.857
2013,Maryland,24,MD,64753,.378,.1,.47,.077,5.594,2.047,1.393,.774
2014,Maryland,24,MD,64579,.38,.099,.47,.062,5.642,2.073,1.415,.718
1980,Massachusetts,25,MA,38608,.304,.056,.363,.059,3.967,1.625,.498,.598
1981,Massachusetts,25,MA,39298,.305,.057,.358,.062,4.029,1.62,.507,.613
1982,Massachusetts,25,MA,39674,.305,.057,.37,.077,4.067,1.617,.538,.595
1983,Massachusetts,25,MA,40530,.306,.059,.37,.08,4.117,1.613,.58,.611
1984,Massachusetts,25,MA,43374,.309,.059,.369,.055,4.187,1.62,.622,.607
1985,Massachusetts,25,MA,45448,.309,.06,.389,.045,4.203,1.625,.669,.5700000000000001
1986,Massachusetts,25,MA,46002,.309,.06,.41,.041,4.17,1.631,.714,.602
1987,Massachusetts,25,MA,46858,.308,.061,.419,.042,4.127,1.636,.738,.643
1988,Massachusetts,25,MA,46791,.306,.062,.42,.036,4.077,1.634,.763,.673
1989,Massachusetts,25,MA,47916,.303,.064,.414,.046,4.027,1.633,.8010000000000001,.6810000000000001
1990,Massachusetts,25,MA,49264,.302,.066,.412,.061,4.01,1.64,.835,.6930000000000001
1991,Massachusetts,25,MA,48730,.302,.069,.434,.1,4.057,1.647,.881,.714
1992,Massachusetts,25,MA,48556,.305,.07,.441,.1,4.124,1.656,.923,.6960000000000001
1993,Massachusetts,25,MA,49781,.308,.072,.445,.072,4.191,1.675,.96,.716
1994,Massachusetts,25,MA,50111,.322,.072,.441,.067,4.298,1.708,.982,.756
1995,Massachusetts,25,MA,50889,.335,.072,.443,.054,4.405,1.748,1.001,.7000000000000001
1996,Massachusetts,25,MA,54190,.347,.072,.43,.052,4.474,1.788,1.004,.725
1997,Massachusetts,25,MA,56125,.358,.072,.438,.05,4.534,1.835,1.003,.724
1998,Massachusetts,25,MA,56679,.368,.072,.448,.048,4.667,1.885,.999,.7000000000000001
1999,Massachusetts,25,MA,51767,.371,.072,.453,.036,4.76,1.94,.999,.751
2000,Massachusetts,25,MA,57672,.374,.072,.431,.024,4.893,1.983,1.006,.759
2001,Massachusetts,25,MA,62862,.38,.072,.413,.038,5.060000000000001,2.026,1.035,.592
2002,Massachusetts,25,MA,64148,.384,.073,.422,.052,5.143,2.06,1.076,.715
2003,Massachusetts,25,MA,65339,.389,.073,.431,.062,5.254,2.081,1.117,.729
2004,Massachusetts,25,MA,67158,.394,.075,.449,.055,5.365,2.082,1.173,.6890000000000001
2005,Massachusetts,25,MA,66682,.396,.075,.446,.056,5.437,2.082,1.276,.6830000000000001
2006,Massachusetts,25,MA,67572,.398,.078,.443,.055,5.454,2.086,1.356,.661
2007,Massachusetts,25,MA,78051,.401,.081,.43,.042,5.644,2.08,1.428,.6980000000000001
2008,Massachusetts,25,MA,71674,.403,.083,.457,.041,5.733000000000001,2.086,1.499,.6870000000000001
2009,Massachusetts,25,MA,73597,.402,.084,.48,.079,5.822,2.08,1.571,.6920000000000001
2010,Massachusetts,25,MA,73265,.403,.087,.449,.089,5.911000000000001,2.085,1.591,.675
2011,Massachusetts,25,MA,71334,.401,.087,.441,.079,6,2.093,1.634,.647
2012,Massachusetts,25,MA,71150,.405,.087,.451,.069,6,2.11,1.653,.727
2013,Massachusetts,25,MA,65805,.406,.088,.442,.071,6,2.11,1.678,.792
2014,Massachusetts,25,MA,72722,.409,.088,.451,.057,6,2.129,1.689,.649
1980,Michigan,26,MI,42918,.286,.047,.34,.115,3.989,1.476,.437,.596
1981,Michigan,26,MI,42209,.287,.046,.348,.135,4.01,1.479,.444,.588
1982,Michigan,26,MI,43296,.289,.046,.352,.168,4.023,1.483,.455,.593
1983,Michigan,26,MI,44120,.295,.047,.358,.172,4.128,1.498,.472,.619
1984,Michigan,26,MI,44404,.301,.046,.355,.119,4.219,1.514,.485,.599
1985,Michigan,26,MI,44864,.308,.046,.375,.102,4.332,1.537,.495,.579
1986,Michigan,26,MI,46731,.314,.047,.37,.097,4.469,1.562,.505,.586
1987,Michigan,26,MI,47890,.319,.048,.383,.089,4.605,1.594,.509,.592
1988,Michigan,26,MI,46650,.32,.05,.386,.086,4.631,1.616,.517,.623
1989,Michigan,26,MI,46143,.32,.052,.395,.067,4.641,1.633,.536,.619
1990,Michigan,26,MI,45778,.319,.055,.395,.074,4.645000000000001,1.646,.5670000000000001,.608
1991,Michigan,26,MI,45004,.317,.057,.386,.106,4.61,1.662,.605,.666
1992,Michigan,26,MI,45915,.318,.06,.407,.098,4.602,1.669,.642,.706
1993,Michigan,26,MI,47630,.32,.062,.404,.072,4.636,1.681,.6760000000000001,.674
1994,Michigan,26,MI,46190,.325,.064,.405,.071,4.679,1.697,.6990000000000001,.659
1995,Michigan,26,MI,48067,.33,.065,.419,.066,4.726,1.709,.709,.655
1996,Michigan,26,MI,51029,.336,.066,.416,.047,4.772,1.743,.71,.627
1997,Michigan,26,MI,51107,.344,.066,.415,.047,4.829,1.787,.714,.674
1998,Michigan,26,MI,51625,.352,.066,.399,.043,4.887000000000001,1.834,.728,.662
1999,Michigan,26,MI,55423,.359,.066,.388,.048,4.939,1.881,.746,.636
2000,Michigan,26,MI,57201,.364,.066,.39,.036,4.989,1.928,.764,.652
2001,Michigan,26,MI,57583,.369,.066,.418,.053,5.057,1.947,.782,.634
2002,Michigan,26,MI,59566,.371,.067,.434,.065,5.088,1.958,.8050000000000001,.624
2003,Michigan,26,MI,58417,.37,.068,.444,.076,5.119,1.967,.8200000000000001,.623
2004,Michigan,26,MI,58747,.367,.07,.444,.077,5.107,1.988,.85,.655
2005,Michigan,26,MI,54624,.365,.073,.423,.073,5.041,2.012,.885,.6830000000000001
2006,Michigan,26,MI,58070,.363,.076,.436,.078,4.957,2.035,.92,.637
2007,Michigan,26,MI,55414,.361,.079,.438,.073,4.926,2.054,.966,.6870000000000001
2008,Michigan,26,MI,55158,.362,.081,.437,.077,4.895000000000001,2.069,1.009,.675
2009,Michigan,26,MI,56514,.364,.083,.469,.127,4.92,2.069,1.052,.7000000000000001
2010,Michigan,26,MI,58246,.367,.083,.472,.135,4.998,2.067,1.091,.742
2011,Michigan,26,MI,57585,.368,.083,.44,.11,5.118,2.069,1.129,.6890000000000001
2012,Michigan,26,MI,56351,.369,.083,.443,.087,5.118,2.073,1.14,.799
2013,Michigan,26,MI,54220,.369,.083,.454,.082,5.147,2.071,1.156,.729
2014,Michigan,26,MI,56144,.369,.082,.432,.079,5.154,2.074,1.153,.6930000000000001
1980,Minnesota,27,MN,40061,.297,.046,.331,.055,4.161000000000001,1.481,.427,.546
1981,Minnesota,27,MN,39401,.295,.046,.355,.053,4.063,1.482,.439,.584
1982,Minnesota,27,MN,39453,.295,.044,.383,.082,4.004,1.482,.463,.579
1983,Minnesota,27,MN,40830,.295,.043,.395,.116,3.993,1.491,.497,.5680000000000001
1984,Minnesota,27,MN,41836,.296,.042,.366,.074,3.955,1.519,.528,.638
1985,Minnesota,27,MN,42653,.299,.041,.386,.06,3.97,1.549,.5570000000000001,.669
1986,Minnesota,27,MN,44126,.303,.04,.404,.066,4.082,1.579,.5760000000000001,.629
1987,Minnesota,27,MN,45735,.307,.041,.397,.058,4.169000000000001,1.608,.578,.661
1988,Minnesota,27,MN,44240,.305,.042,.398,.044,4.162,1.618,.582,.6970000000000001
1989,Minnesota,27,MN,42304,.308,.043,.404,.039,4.256,1.608,.598,.664
1990,Minnesota,27,MN,41388,.31,.043,.435,.071,4.309,1.585,.625,.6990000000000001
1991,Minnesota,27,MN,41431,.311,.045,.462,.06,4.335,1.561,.669,.717
1992,Minnesota,27,MN,40692,.313,.047,.428,.067,4.399,1.555,.717,.721
1993,Minnesota,27,MN,43300,.319,.049,.455,.053,4.495,1.577,.765,.6830000000000001
1994,Minnesota,27,MN,44772,.325,.05,.445,.052,4.516,1.611,.8120000000000001,.725
1995,Minnesota,27,MN,43296,.329,.052,.426,.037,4.538,1.658,.848,.735
1996,Minnesota,27,MN,50064,.334,.054,.412,.051,4.539,1.734,.896,.635
1997,Minnesota,27,MN,48247,.338,.057,.413,.032,4.506,1.794,.9420000000000001,.716
1998,Minnesota,27,MN,50287,.341,.06,.421,.037,4.464,1.836,.986,.672
1999,Minnesota,27,MN,53637,.343,.065,.436,.025,4.432,1.878,1.014,.6920000000000001
2000,Minnesota,27,MN,52822,.345,.07,.435,.043,4.412,1.924,1.041,.732
2001,Minnesota,27,MN,58395,.35,.073,.423,.043,4.428,1.936,1.058,.663
2002,Minnesota,27,MN,56768,.355,.076,.431,.054,4.483,1.948,1.084,.6840000000000001
2003,Minnesota,27,MN,58715,.36,.078,.423,.059,4.545,1.959,1.11,.666
2004,Minnesota,27,MN,61746,.364,.08,.43,.056,4.597,1.958,1.139,.669
2005,Minnesota,27,MN,59406,.367,.079,.423,.049,4.651,1.953,1.18,.661
2006,Minnesota,27,MN,56754,.367,.079,.438,.05,4.689,1.958,1.208,.708
2007,Minnesota,27,MN,58061,.366,.078,.434,.047,4.721,1.963,1.227,.6950000000000001
2008,Minnesota,27,MN,57599,.365,.078,.425,.053,4.747,1.968,1.259,.6950000000000001
2009,Minnesota,27,MN,59108,.364,.079,.452,.08,4.772,1.97,1.291,.6790000000000001
2010,Minnesota,27,MN,58321,.362,.08,.452,.088,4.785,1.963,1.324,.751
2011,Minnesota,27,MN,58080,.36,.082,.44,.079,4.798,1.941,1.365,.6990000000000001
2012,Minnesota,27,MN,56795,.357,.084,.463,.072,4.83,1.894,1.404,.743
2013,Minnesota,27,MN,58592,.355,.084,.443,.059,4.838,1.873,1.42,.716
2014,Minnesota,27,MN,59638,.354,.085,.447,.051,4.851,1.843,1.443,.778
1980,Mississippi,28,MS,30808,.325,.021,.354,.067,4.395000000000001,1.487,.413,.592
1981,Mississippi,28,MS,30850,.324,.021,.379,.079,4.387000000000001,1.484,.421,.584
1982,Mississippi,28,MS,32785,.324,.022,.409,.108,4.386,1.483,.425,.593
1983,Mississippi,28,MS,35268,.324,.022,.417,.13,4.416,1.469,.441,.606
1984,Mississippi,28,MS,33811,.326,.024,.409,.104,4.473,1.509,.447,.611
1985,Mississippi,28,MS,30920,.331,.024,.431,.116,4.539,1.537,.443,.605
1986,Mississippi,28,MS,35415,.336,.024,.41,.134,4.609,1.566,.443,.596
1987,Mississippi,28,MS,33680,.338,.024,.405,.1,4.686,1.586,.444,.637
1988,Mississippi,28,MS,30645,.34,.023,.414,.063,4.724,1.602,.443,.655
1989,Mississippi,28,MS,32635,.339,.023,.46,.083,4.745,1.595,.444,.587
1990,Mississippi,28,MS,32912,.335,.023,.473,.068,4.755,1.594,.451,.652
1991,Mississippi,28,MS,32202,.331,.023,.445,.084,4.765,1.594,.47,.721
1992,Mississippi,28,MS,32435,.331,.023,.425,.076,4.743,1.6,.497,.647
1993,Mississippi,28,MS,33530,.333,.023,.431,.076,4.726,1.632,.532,.668
1994,Mississippi,28,MS,36075,.333,.024,.476,.07,4.703,1.629,.5650000000000001,.6880000000000001
1995,Mississippi,28,MS,35527,.333,.025,.467,.047,4.681,1.618,.595,.66
1996,Mississippi,28,MS,36614,.333,.024,.469,.055,4.664,1.619,.608,.619
1997,Mississippi,28,MS,37092,.333,.024,.488,.057,4.669000000000001,1.622,.622,.667
1998,Mississippi,28,MS,36507,.329,.024,.464,.06,4.678,1.6,.63,.739
1999,Mississippi,28,MS,38737,.331,.024,.481,.064,4.693000000000001,1.654,.639,.6890000000000001
2000,Mississippi,28,MS,39153,.336,.022,.485,.053,4.686,1.709,.651,.717
2001,Mississippi,28,MS,40849,.344,.022,.489,.051,4.673,1.76,.665,.6960000000000001
2002,Mississippi,28,MS,42482,.352,.023,.486,.071,4.66,1.809,.668,.6830000000000001
2003,Mississippi,28,MS,44403,.36,.024,.481,.064,4.638,1.846,.671,.713
2004,Mississippi,28,MS,42415,.366,.024,.486,.039,4.626,1.84,.675,.713
2005,Mississippi,28,MS,44890,.37,.026,.474,.064,4.636,1.832,.6780000000000001,.617
2006,Mississippi,28,MS,44651,.372,.026,.493,.06,4.676,1.81,.6790000000000001,.72
2007,Mississippi,28,MS,42223,.372,.027,.469,.077,4.716,1.787,.6930000000000001,.768
2008,Mississippi,28,MS,43091,.372,.026,.492,.055,4.768,1.77,.711,.774
2009,Mississippi,28,MS,43387,.367,.028,.474,.088,4.763,1.761,.737,.6860000000000001
2010,Mississippi,28,MS,45507,.361,.028,.524,.103,4.804,1.751,.771,.748
2011,Mississippi,28,MS,43002,.354,.03,.5,.121,4.816,1.746,.8070000000000001,.734
2012,Mississippi,28,MS,45364,.354,.032,.442,.085,4.853,1.742,.8300000000000001,.674
2013,Mississippi,28,MS,43148,.351,.033,.496,.09,4.848,1.744,.846,.77
2014,Mississippi,28,MS,45635,.353,.034,.507,.087,4.917,1.74,.857,.633
1980,Missouri,29,MO,36019,.313,.041,.394,.062,4.105,1.52,.392,.5710000000000001
1981,Missouri,29,MO,35521,.316,.042,.405,.082,4.2,1.54,.402,.595
1982,Missouri,29,MO,37050,.317,.042,.396,.091,4.274,1.551,.411,.5700000000000001
1983,Missouri,29,MO,39556,.32,.044,.401,.108,4.412,1.552,.425,.586
1984,Missouri,29,MO,38398,.323,.043,.436,.076,4.489,1.536,.441,.579
1985,Missouri,29,MO,39415,.323,.041,.409,.07,4.519,1.505,.452,.5640000000000001
1986,Missouri,29,MO,40118,.324,.04,.398,.06,4.536000000000001,1.485,.459,.595
1987,Missouri,29,MO,41515,.324,.039,.386,.067,4.511,1.479,.464,.5670000000000001
1988,Missouri,29,MO,39722,.324,.038,.416,.05,4.486,1.511,.473,.607
1989,Missouri,29,MO,38889,.325,.039,.414,.06,4.489,1.552,.481,.64
1990,Missouri,29,MO,37811,.323,.04,.419,.05,4.443000000000001,1.583,.498,.674
1991,Missouri,29,MO,37303,.321,.041,.438,.074,4.38,1.598,.535,.7020000000000001
1992,Missouri,29,MO,37551,.319,.041,.472,.048,4.343,1.602,.5760000000000001,.6950000000000001
1993,Missouri,29,MO,39661,.319,.042,.442,.073,4.287,1.593,.617,.667
1994,Missouri,29,MO,39221,.316,.043,.431,.069,4.221,1.575,.657,.6860000000000001
1995,Missouri,29,MO,37848,.317,.043,.446,.057,4.203,1.573,.6910000000000001,.8040000000000001
1996,Missouri,29,MO,41889,.319,.044,.427,.051,4.185000000000001,1.583,.716,.724
1997,Missouri,29,MO,41269,.321,.045,.462,.044,4.167,1.593,.738,.8200000000000001
1998,Missouri,29,MO,43355,.323,.044,.484,.049,4.16,1.609,.753,.709
1999,Missouri,29,MO,46773,.33,.043,.451,.038,4.199,1.65,.771,.6800000000000001
2000,Missouri,29,MO,46337,.337,.044,.471,.046,4.244,1.693,.796,.66
2001,Missouri,29,MO,50322,.344,.044,.454,.052,4.37,1.73,.798,.6810000000000001
2002,Missouri,29,MO,49563,.355,.045,.465,.059,4.496,1.763,.799,.6940000000000001
2003,Missouri,29,MO,52939,.364,.046,.447,.053,4.645000000000001,1.803,.8010000000000001,.705
2004,Missouri,29,MO,50699,.368,.048,.448,.052,4.747,1.812,.8,.772
2005,Missouri,29,MO,54865,.372,.049,.455,.06,4.844,1.82,.788,.662
2006,Missouri,29,MO,51447,.374,.049,.459,.05,4.839,1.847,.791,.727
2007,Missouri,29,MO,50951,.372,.051,.445,.05,4.82,1.874,.8,.763
2008,Missouri,29,MO,49885,.371,.053,.459,.06,4.782,1.895,.8160000000000001,.705
2009,Missouri,29,MO,52135,.37,.055,.483,.09,4.744,1.922,.847,.7010000000000001
2010,Missouri,29,MO,52713,.37,.056,.468,.114,4.706,1.933,.88,.716
2011,Missouri,29,MO,53849,.373,.059,.458,.09,4.752,1.893,.9390000000000001,.657
2012,Missouri,29,MO,54194,.374,.059,.462,.076,4.853,1.815,.963,.654
2013,Missouri,29,MO,56175,.375,.059,.446,.071,4.895000000000001,1.784,.986,.6760000000000001
2014,Missouri,29,MO,53518,.376,.059,.464,.078,4.965,1.731,1,.782
1980,Montana,30,MT,35109,.298,.022,.361,.063,3.974,1.233,.516,.598
1981,Montana,30,MT,35978,.299,.02,.376,.084,3.981,1.278,.523,.584
1982,Montana,30,MT,37716,.301,.02,.372,.108,4.005,1.309,.532,.5710000000000001
1983,Montana,30,MT,37975,.304,.018,.356,.112,4.031,1.353,.5510000000000001,.607
1984,Montana,30,MT,36824,.306,.017,.364,.106,4.056,1.397,.5710000000000001,.646
1985,Montana,30,MT,37575,.308,.019,.369,.079,4.152,1.432,.589,.632
1986,Montana,30,MT,38966,.308,.022,.367,.094,4.247,1.428,.606,.591
1987,Montana,30,MT,38941,.307,.023,.409,.08,4.317,1.418,.615,.638
1988,Montana,30,MT,35788,.305,.025,.42,.104,4.316,1.409,.616,.6820000000000001
1989,Montana,30,MT,34949,.303,.027,.396,.084,4.321,1.397,.622,.73
1990,Montana,30,MT,34869,.302,.028,.413,.065,4.255,1.384,.647,.666
1991,Montana,30,MT,34192,.301,.03,.415,.093,4.186,1.381,.6770000000000001,.671
1992,Montana,30,MT,35632,.302,.031,.458,.066,4.173,1.379,.716,.613
1993,Montana,30,MT,36688,.304,.032,.429,.067,4.232,1.376,.755,.6910000000000001
1994,Montana,30,MT,37829,.307,.034,.421,.053,4.298,1.375,.788,.719
1995,Montana,30,MT,36261,.311,.036,.432,.064,4.351,1.383,.797,.725
1996,Montana,30,MT,37562,.316,.036,.416,.052,4.359,1.407,.796,.713
1997,Montana,30,MT,39788,.321,.035,.408,.069,4.315,1.431,.789,.709
1998,Montana,30,MT,36533,.323,.034,.431,.07,4.303,1.455,.781,.71
1999,Montana,30,MT,38064,.326,.034,.433,.07,4.258,1.484,.779,.728
2000,Montana,30,MT,39304,.328,.034,.421,.06,4.234,1.525,.782,.734
2001,Montana,30,MT,39502,.329,.035,.424,.059,4.267,1.553,.799,.662
